Address,Municipality,classdesc,usedesc,saledate,saleprice
3452 FOREST RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/20/2006, $1.00 
510 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/30/2005, $1.00 
618 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/23/2007, $1.00 
612 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/7/2005, $-   
558 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/30/2008, $1.00 
540 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/16/2012, $1.00 
534 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/29/1992, $1.00 
528 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/5/2012, $1.00 
522 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/12/1986, $1.00 
545 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/19/2012, $1.00 
551 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/3/2008, $1.00 
611 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/12/2014, $1.00 
617 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/27/2000, $1.00 
699 GLENROCK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/5/1997, $1.00 
3428 SYCAMORE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/23/2010, $1.00 
3410 SYCAMORE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/30/2007, $1.00 
602 PATTERSON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/20/2006, $-   
3423 ASHLAND DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/30/2010, $1.00 
562 PATTERSON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/6/2011, $1.00 
556 PATTERSON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/9/1998, $1.00 
3410 STERLING DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/28/1999, $1.00 
532 PATTERSON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/28/1991, $1.00 
561 PATTERSON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/5/2013, $1.00 
621 PATTERSON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/1/2012, $1.00 
578 CHESSBRIAR DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/9/2002, $-   
5746 WILSON DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/20/2011, $1.00 
5697 LIBRARY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/7/1992, $1.00 
5670 LIBRARY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/2/2008, $1.00 
0 LIBRARY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,4/26/1994, $1.00 
5683 FLORIDA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/4/1988, $1.00 
5675 FLORIDA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/2/2015, $1.00 
5686 FLORIDA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/28/2004, $1.00 
1179 SARAH ST BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/30/2003, $1.00 
5705 CLARK AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/15/2015, $1.00 
1182 SARAH ST BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/21/2003, $1.00 
1184 SARAH ST BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/5/2002, $1.00 
5704 FLORIDA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/16/1998, $-   
5637 WILLOW TERRACE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/5/1999, $1.00 
5665 WILLOW TERRACE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/20/2005, $-   
5669 WILLOW TERRACE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/14/2006, $1.00 
5677 WILLOW TERRACE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/30/1992, $1.00 
5693 WILLOW TERRACE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/22/1999, $1.00 
5654 WILLOW TERRACE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/29/2015, $1.00 
5646 WILLOW TERRACE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/14/2000, $1.00 
5645 VALLEYVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/4/1986, $1.00 
5688 VALLEYVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/5/1989, $1.00 
5656 VALLEYVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/2/1992, $1.00 
5644 VALLEYVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/15/1988, $1.00 
1315 PLANTATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/20/2006, $-   
1518 HOLLY HILL DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/5/2002, $-   
1425 STOLTZ RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/4/2011, $1.00 
3945 MIMOSA DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/6/2015, $1.00 
3958 MIMOSA DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/26/2013, $1.00 
1483 STOLTZ RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/28/2010, $1.00 
1453 STOLTZ RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/24/2000, $1.00 
5707 SMITH DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/29/2010, $1.00 
5702 SMITH DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/31/2014, $1.00 
5726 SMITH DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/7/1992, $1.00 
5765 LIBRARY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/10/2014, $1.00 
5748 SMITH DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/25/2006, $1.00 
5743 LIBRARY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/7/1988, $1.00 
5731 LIBRARY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/2/2016, $1.00 
1208 PLANTATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/19/2003, $1.00 
5709 WILLOW TERRACE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/24/2003, $1.00 
5717 WILLOW TERRACE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/19/2015, $1.00 
5722 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/30/1999, $1.00 
5716 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/16/2013, $1.00 
5728 VALLEYVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/25/2010, $1.00 
5724 VALLEYVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/16/2011, $1.00 
5716 VALLEYVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/25/2005, $1.00 
5704 VALLEYVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/16/2002, $1.00 
1288 PLANTATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/8/2005, $1.00 
5546 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/4/2007, $1.00 
5550 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/23/2013, $-   
4214 SWEETBAY DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/28/2002, $1.00 
5774 SMITH DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/5/2004, $1.00 
1541 STOLTZ RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/28/2007, $1.00 
1595 CORRAL CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/21/2011, $1.00 
5822 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/4/1998, $1.00 
5802 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/28/2008, $1.00 
5800 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/18/2011, $1.00 
5824 SHIRLEY DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/13/2015, $-   
5747 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/27/2006, $1.00 
5590 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/10/2004, $1.00 
5620 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/7/1996, $1.00 
4206 SWEETBAY DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/31/2007, $1.00 
5597 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/24/2014, $1.00 
5505 STEEPLECHASE CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/9/2010, $1.00 
5599 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/14/1998, $1.00 
5536 SADDLEBROOK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/3/2012, $1.00 
5554 SADDLEBROOK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/25/2000, $1.00 
5560 SADDLEBROOK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/20/2004, $1.00 
5578 SADDLEBROOK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/19/2012, $1.00 
5541 SADDLEBROOK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/14/2005, $1.00 
5535 STEEPLECHASE CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/11/1998, $1.00 
5559 STEEPLECHASE CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/26/1999, $1.00 
101 BARNWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/7/2000, $1.00 
5828 HORSESHOE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/31/2008, $1.00 
253 PALOMINO DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/9/2014, $1.00 
5845 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/9/2013, $1.00 
5864 HORSESHOE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/22/2009, $1.00 
5882 HORSESHOE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/7/2012, $1.00 
5923 BETHEL PARK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/1/2006, $1.00 
5885 HORSESHOE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/2/2001, $1.00 
5868 LORENE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/17/2015, $1.00 
5880 LORENE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/10/2013, $1.00 
5857 LORENE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/13/2013, $1.00 
1276 SCENIC CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/27/1994, $-   
5831 HORSESHOE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/21/2013, $1.00 
1289 BETHEL GREEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/30/2014, $1.00 
1291 BETHEL GREEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/28/2001, $1.00 
5879 BRIAN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/11/2015, $1.00 
5828 WALLACE AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/3/2003, $1.00 
5807 WALLACE AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/30/1998, $1.00 
5815 WALLACE AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/30/1995, $1.00 
5856 BRIAN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/8/2012, $1.00 
5871 BRIAN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/10/2009, $1.00 
216 PALOMINO DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/2/2014, $1.00 
107 BARNWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/4/2002, $1.00 
232 PALOMINO DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/13/2015, $1.00 
245 PALOMINO DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/15/2010, $1.00 
5639 SADDLEBROOK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/2/2013, $1.00 
5614 SADDLEBROOK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/15/2014, $1.00 
5608 SADDLEBROOK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/5/2013, $1.00 
954 VISTA GLEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/30/2011, $1.00 
950 VISTA GLEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/16/2001, $1.00 
946 VISTA GLEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/29/1993, $1.00 
943 VISTA GLEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/1/2003, $1.00 
945 VISTA GLEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/26/2007, $1.00 
947 VISTA GLEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/1/2012, $1.00 
5994 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/23/2015, $1.00 
940 HAVENWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/18/1992, $1.00 
0 HAVENWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,5/18/1992, $1.00 
929 HAVENWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/14/2010, $1.00 
1243 COBBLEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/28/1993, $1.00 
1225 COBBLEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/29/2014, $1.00 
1001 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/6/1998, $1.00 
960 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,RES AUX BUILDING (NO HOUSE),9/12/2005, $1.00 
988 FAIRVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/9/2007, $1.00 
1212 COBBLEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/1/1996, $1.00 
1206 COBBLEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/21/2011, $1.00 
1000 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/12/2003, $1.00 
5828 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/1/2014, $1.00 
5848 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/3/2012, $1.00 
5829 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/10/2013, $1.00 
1144 GREENBRIAR RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/22/2007, $1.00 
1092 GREENBRIAR RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/25/2010, $1.00 
1108 GREENBRIAR RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/21/2008, $-   
1118 GREENBRIAR RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/27/1998, $1.00 
1122 GREENBRIAR RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/27/2015, $1.00 
1111 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/15/1998, $1.00 
1081 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/3/2003, $1.00 
1077 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/11/2012, $1.00 
1070 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/24/2012, $1.00 
1096 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/19/2004, $1.00 
1100 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/19/1992, $1.00 
5698 SCENIC VIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/3/1993, $1.00 
1155 GREENBRIAR RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/16/1997, $1.00 
1001 GATEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/30/2009, $1.00 
5740 SCENIC VIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/13/2010, $1.00 
5704 SCENIC VIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/14/1993, $1.00 
5705 SCENIC VIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/19/2004, $1.00 
5717 SCENIC VIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/29/2012, $1.00 
1124 VANCAR DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/15/2002, $1.00 
1100 VANCAR DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/11/2013, $1.00 
5772 SCENIC VIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/31/2007, $1.00 
5742 CLARK AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/27/2015, $-   
5736 CLARK AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/26/2012, $1.00 
5734 CLARK AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/4/2002, $1.00 
5730 CLARK AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/22/2003, $-   
5729 CLARK AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/28/2009, $1.00 
6007 RAMSGATE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/27/2013, $1.00 
1013 GATEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/6/1991, $1.00 
1007 GATEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/15/2014, $1.00 
5964 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/2/2008, $1.00 
5987 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/7/2010, $1.00 
5993 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/4/2008, $1.00 
5946 GLEN HILL DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/14/2013, $1.00 
5845 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/19/2002, $-   
5853 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/30/2007, $1.00 
5857 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/12/2006, $1.00 
5869 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/3/2011, $1.00 
5899 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/14/1992, $1.00 
5911 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/7/2012, $1.00 
5852 GLEN HILL DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/21/1997, $1.00 
5852 MONONGAHELA AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/20/1993, $1.00 
5816 GLEN HILL DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/23/2010, $-   
5859 GLEN HILL DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/16/2015, $1.00 
0 GRANDVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,2/20/1991, $-   
1122 GRANDVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/24/2014, $1.00 
1123 GRANDVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/16/1998, $1.00 
1129 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/14/2004, $1.00 
5835 KEYSTONE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/17/2006, $1.00 
1151 GRANDVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/30/2009, $1.00 
1149 GRANDVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/6/1999, $1.00 
1147 GRANDVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/10/2007, $1.00 
1143 GRANDVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/10/2002, $1.00 
0 GRANDVIEW DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,11/30/2009, $1.00 
1128 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/10/2006, $1.00 
1124 LOGAN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/23/1995, $1.00 
1123 MCKNIGHT DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/16/2004, $1.00 
1192 MCKNIGHT DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/2/2011, $1.00 
