Address,Municipality,classdesc,usedesc,saledate,saleprice
1619 ANNETTE AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/6/1977," $46,900.00 "
5379 PLEASANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/1/1983," $66,000.00 "
1612 LEONA AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/24/1985," $67,500.00 "
1600 LEONA AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/27/1973, $-   
0 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,6/4/1974, $-   
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,12/13/1921, $-   
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,10/8/1921, $-   
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,10/1/1936, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,5/10/1923, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,5/5/1922, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,5/17/1922, $-   
0 HARDING AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,11/17/1921, $-   
0 WILSON AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,12/5/1922, $-   
0 HARDING AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,4/8/1976, $-   
0 HARDING AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,2/10/1926, $-   
0 HARDING AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,5/5/1926, $-   
0 HARDING AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,7/3/1926, $-   
0 HARDING AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,5/11/1926, $-   
0 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,7/14/1964, $-   
2440 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/5/1950, $-   
1029 ROBINWOOD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/12/1981," $60,000.00 "
2763 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/1/1983," $94,000.00 "
2767 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/17/1983," $87,375.00 "
2759 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/29/1981," $84,900.00 "
1042 PINEY RIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/29/1983," $15,800.00 "
1033 PINEY RIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/28/1983," $15,500.00 "
1006 WOODY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/11/1980," $14,500.00 "
2993 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/24/1979," $53,500.00 "
2999 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/4/1977," $52,900.00 "
2987 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/28/1973, $-   
1877 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/21/1982," $65,500.00 "
1429 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/5/1984," $15,000.00 "
2001 HERTFORD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/20/1982," $64,900.00 "
1437 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/6/1984," $13,500.00 "
1420 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/1/1984," $14,500.00 "
1421 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/8/1985," $13,500.00 "
1008 DARCY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/30/1984," $14,500.00 "
1472 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/12/1983," $12,000.00 "
0 LICK RUN RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,11/19/1981, $1.00 
1240 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/22/1960, $-   
1400 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/28/1984," $14,000.00 "
0 HARDING AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,3/2/1926, $-   
1397 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/13/1983," $13,000.00 "
1389 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/13/1984," $13,000.00 "
1369 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/16/1981," $13,000.00 "
1353 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/5/1983," $15,000.00 "
1349 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/4/1983," $13,000.00 "
0 SNOWDEN RD CLAIRTON PA 15025,South Park  ,RESIDENTIAL,VACANT LAND,10/13/1978, $1.00 
0 SNOWDEN RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,10/6/1969, $-   
3100 SNOWDEN RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TWO FAMILY,3/20/1978," $14,500.00 "
0 SNOWDEN RD SOUTH PARK PA 15129,South Park  ,AGRICULTURAL,>10 ACRES VACANT,11/19/1981, $1.00 
0 WALLACE RD SOUTH PARK PA 15129,South Park  ,COMMERCIAL,VACANT COMMERCIAL LAND,9/28/1972, $-   
1828 WALLACE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/23/1981," $74,900.00 "
982 RIDGEBURY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/8/1980," $14,000.00 "
1865 WALLACE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/7/1977, $-   
1853 WALLACE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/29/1977, $-   
1841 WALLACE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/9/1977, $-   
905 LINDFIELD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/11/1977, $-   
2890 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/17/1977, $-   
2884 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/18/1984," $67,500.00 "
0 WALLACE RD SOUTH PARK PA 15129,South Park  ,AGRICULTURAL,>10 ACRES VACANT,7/13/1977," $18,000.00 "
986 RIDGEBURY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/9/1985," $71,000.00 "
2959 ABBEY LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/19/1970, $-   
2945 ABBEY LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/3/1985," $78,000.00 "
2468 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/3/1980," $63,000.00 "
2948 ABBEY LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/30/1980," $64,500.00 "
2940 ABBEY LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/30/1980," $74,350.00 "
0 ABBEY LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,8/20/1979, $-   
2956 ABBEY LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/23/1980," $75,900.00 "
2928 ABBEY LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/26/1981," $14,500.00 "
2924 ABBEY LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/29/1983," $10,000.00 "
2916 ABBEY LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/7/1981," $79,900.00 "
969 RIDGEBURY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/16/1985, $1.00 
2882 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/4/1984," $60,000.00 "
2897 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/17/1985," $61,700.00 "
2911 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/23/1984," $63,000.00 "
2913 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/17/1975, $-   
2108 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/22/1978," $56,000.00 "
2100 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/9/1982," $68,500.00 "
2551 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,UTILITIES,COMMERCIAL/UTILITY,11/7/1985," $175,000.00 "
2099 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/28/1979," $65,000.00 "
2111 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/11/1978," $58,000.00 "
2550 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,COMMERCIAL,NEIGH SHOP CENTER,7/2/1985," $585,000.00 "
929 LINDFIELD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/29/1985," $57,500.00 "
958 LINDFIELD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/15/1977, $-   
1873 WALLACE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/13/1985," $54,000.00 "
1881 WALLACE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/21/1976, $-   
2969 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/12/1975, $-   
2984 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/22/1981," $60,000.00 "
2988 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/5/1977," $51,300.00 "
2996 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/17/1976," $44,250.00 "
1919 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/2/1974, $-   
1922 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/17/1983," $57,000.00 "
1932 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/3/1985," $68,000.00 "
2915 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/7/1975, $-   
1921 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/17/1975, $-   
1923 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/9/1974, $-   
1925 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/11/1977, $-   
2650 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,COMMERCIAL,DWG USED AS RETAIL,12/10/1985," $17,000.00 "
1929 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/19/1974, $-   
1935 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/23/1985," $58,000.00 "
966 LINDFIELD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/23/1985," $63,500.00 "
0 WALLACE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,6/24/1971, $-   
2727 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/29/1985," $14,800.00 "
2701 HOUT RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/4/1963, $-   
2711 HOUT RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/31/1973, $-   
2575 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,GOVERNMENT,TOWNSHIP GOVERNMENT,3/19/1985, $-   
2028 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/31/1970, $-   
2036 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/31/1970, $-   
2040 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/31/1970, $-   
2072 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/8/1981," $66,900.00 "
2087 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/7/1977, $-   
2071 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/15/1977, $-   
2059 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/7/1977, $-   
1910 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/2/1972, $-   
0 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,GOVERNMENT,TOWNSHIP GOVERNMENT,3/19/1985, $-   
601 PARKFORD DR SOUTH PARK PA 15129,South Park  ,COMMERCIAL,APART:20-39 UNITS,1/4/1983," $305,000.00 "
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,3/2/1922, $-   
2972 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/10/1973, $-   
2974 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/25/1979," $60,000.00 "
2983 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/18/1985," $47,770.00 "
2985 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/6/1973, $-   
0 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,6/29/1971, $-   
2747 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/2/1984," $78,000.00 "
0 HARDING AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,9/24/1955, $-   
3017 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/17/1985," $65,000.00 "
3009 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/5/1979," $55,000.00 "
3025 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/30/1983," $60,500.00 "
3008 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/9/1975," $33,000.00 "
3020 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/2/1974, $-   
1906 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/19/1978," $48,000.00 "
1908 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/14/1974, $-   
1804 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/13/1981," $57,000.00 "
1802 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/9/1978," $52,500.00 "
1806 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/4/1974, $-   
1810 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/27/1983," $65,800.00 "
1812 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/19/1974, $-   
1816 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/22/1976," $41,900.00 "
1818 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/29/1974, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,11/23/1921, $-   
1813 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/23/1979," $53,000.00 "
1811 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/1/1981," $59,500.00 "
1809 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/28/1974, $-   
1805 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/2/1974, $-   
1803 SANGATE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/18/1978," $63,900.00 "
1903 STRAWBRIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/19/1974, $-   
1904 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/23/1980," $57,326.00 "
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,1/23/1922, $-   
3035 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/19/1972, $-   
3032 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/22/1972, $-   
3029 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/5/1985," $63,000.00 "
0 HARDING AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,6/9/1926, $-   
2717 GOULD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/9/1944, $-   
1871 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/28/1974, $-   
2710 GOULD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/27/1976," $10,500.00 "
2631 KEATS DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/13/1982, $1.00 
2636 KEATS DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/22/1981," $58,000.00 "
2628 KEATS DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/18/1975," $33,000.00 "
2612 KEATS DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/24/1977, $1.00 
2600 KEATS DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/20/1983, $1.00 
2801 FROST DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/31/1970, $-   
2812 FROST DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/30/1984," $61,000.00 "
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,4/24/1922, $-   
2039 SOUTHWELL DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/31/1970, $-   
0 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,4/17/1970, $-   
2714 GOULD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/30/1953, $-   
2728 GOULD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/12/1966, $-   
2496 HOUT RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/7/1978, $1.00 
2560 HOUT RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/9/1976," $6,000.00 "
3104 TRAPPER DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/15/1972, $-   
3100 TRAPPER DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/14/1981," $56,500.00 "
1927 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/5/1950, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,10/8/1921, $-   
1913 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/14/1975," $43,000.00 "
1911 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/12/1984," $58,000.00 "
3060 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/15/1978," $46,000.00 "
3048 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/26/1974, $-   
3044 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/22/1979," $54,500.00 "
1905 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/4/1976," $38,000.00 "
3049 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/4/1972, $-   
1907 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/2/1985," $59,900.00 "
3051 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/21/1972, $-   
3063 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/4/1972, $-   
3068 PINEY BLUFF RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/1/1977," $43,000.00 "
3064 PINEY BLUFF RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/8/1975," $37,500.00 "
2988 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/6/1973, $-   
2986 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/6/1979, $1.00 
2978 DERBYSHIRE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/26/1985, $1.00 
1886 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/7/1985, $1.00 
1881 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/27/1979," $56,000.00 "
1883 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/21/1977," $49,000.00 "
1891 RIGGS RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/15/1984," $63,500.00 "
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,3/7/1922, $-   
2500 STEWART RD SOUTH PARK PA 15129,South Park  ,GOVERNMENT,OWNED BY BOARD OF EDUCATION,10/14/1983, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,3/2/1922, $-   
2506 GROVE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/13/1947, $-   
0 GROVE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,9/10/1953, $-   
2501 GROVE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/10/1953, $-   
2501 GROVE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/10/1953, $-   
2509 GROVE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/18/1978, $-   
2511 GROVE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/13/1947, $-   
0 5TH ALY SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,1/13/1971, $-   
0 GROVE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,9/10/1953, $-   
0 5TH ALY SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,7/12/1960, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,5/5/1950, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,1/23/1922, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,3/20/1941, $-   
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,1/21/1922, $-   
0 APEX LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,11/1/1921, $-   
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,8/19/1922, $-   
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,8/8/1922, $-   
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,11/10/1921, $-   
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,10/17/1921, $-   
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,10/17/1921, $-   
409 GROVE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,7/28/1978," $2,000.00 "
2580 STEWART RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/31/1985," $10,000.00 "
0 ORCHARD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,1/17/1922, $-   
